491948,33,GHVV8DP1,01/02/2014 0:00,719,1426,1
491949,33,GHVV8DP1,01/02/2014 0:00,752,1426,1
491950,33,GHVV8DP1,01/02/2014 0:00,799,1430,5
491951,213,JN0V4V46,01/02/2014 0:00,991,1342,1
491952,213,JN0V4V46,01/02/2014 0:00,1090,1393,1
491953,211,6M1Z3J00,01/02/2014 0:00,1180,1412,1
491954,211,Y6QBW4KY,01/02/2014 0:00,1223,1412,1
491955,33,R98LHIML,01/02/2014 0:00,1180,1412,1
491956,33,R98LHIML,01/02/2014 0:00,1223,1412,1
491957,33,R98LHIML,01/02/2014 0:00,1159,1198,1
491960,211,GMQTDN5P,01/02/2014 0:00,1024,1175,1
491961,211,SV7VT6HT,01/02/2014 0:00,1029,1031,1
491963,211,6AYQRO8V,01/02/2014 0:00,838,1174,5
491964,213,11LV5DLU,01/02/2014 0:00,852,1065,1
491966,213,11LV5DLU,01/02/2014 0:00,804,934,1
491967,211,70XEPL7J,01/02/2014 0:00,1074,936,1
491974,213,95PBM8ZP,01/02/2014 0:00,841,934,1
491980,213,95PBM8ZP,01/02/2014 0:00,799,1430,1
491981,33,WSIJEGSK,01/02/2014 0:00,799,1430,1
491983,33,WSIJEGSK,01/02/2014 0:00,845,1005,1
491984,33,WSIJEGSK,01/02/2014 0:00,852,1065,1
491985,33,9RES0PHV,01/02/2014 0:00,991,1277,3
491986,33,9RES0PHV,01/02/2014 0:00,991,1342,4
491987,33,9RES0PHV,01/02/2014 0:00,1029,1031,1
491988,213,3XFNLXUR,01/02/2014 0:00,1075,776,1
491989,213,3XFNLXUR,01/02/2014 0:00,762,934,1
491990,33,3OL5GMWV,01/02/2014 0:00,838,1174,1
491991,33,3OL5GMWV,01/02/2014 0:00,1124,936,1
491992,33,3OL5GMWV,01/02/2014 0:00,1170,936,1
491993,213,1B8NUJA5,01/02/2014 0:00,1215,936,1
491994,213,1B8NUJA5,01/02/2014 0:00,1170,936,1
491995,211,DQZVGWRD,01/02/2014 0:00,1124,936,1
491997,33,2Y260F1A,01/02/2014 0:00,1215,936,1
491998,33,2Y260F1A,01/02/2014 0:00,1215,936,1
491999,33,2Y260F1A,01/02/2014 0:00,1170,936,1
492000,211,MOXBJ3N3,01/02/2014 0:00,1124,936,1
492001,213,H1B1WG6Y,01/02/2014 0:00,1074,936,1
492002,213,H1B1WG6Y,01/02/2014 0:00,799,1430,7
492003,211,BQFVXAJT,01/02/2014 0:00,991,1342,1
492004,211,6URFZOS3,01/02/2014 0:00,991,1277,1
492014,33,NL37MJOX,01/02/2014 0:00,803,769,1
492016,33,NL37MJOX,01/02/2014 0:00,1124,936,1
492017,33,NL37MJOX,01/02/2014 0:00,999,859,1
492018,33,5F114Y64,01/02/2014 0:00,1029,1031,1
492019,33,5F114Y64,01/02/2014 0:00,1159,1198,4
492023,33,5F114Y64,01/02/2014 0:00,999,859,1
492070,213,N9ZYMN56,01/02/2014 0:00,762,934,1
492071,213,N9ZYMN56,01/02/2014 0:00,808,1207,1
492072,33,0IORJ3ZQ,01/02/2014 0:00,1024,1175,2
492073,33,0IORJ3ZQ,01/02/2014 0:00,1124,936,1
492074,33,0IORJ3ZQ,01/02/2014 0:00,1170,936,1
492075,213,B9XVXYOK,01/02/2014 0:00,1074,936,1
492076,213,B9XVXYOK,01/02/2014 0:00,999,859,1
492077,33,314V02Y2,01/02/2014 0:00,838,1174,1
492078,33,314V02Y2,01/02/2014 0:00,991,1277,13
492079,33,314V02Y2,01/02/2014 0:00,751,768,1
492080,33,MJMN5645,01/02/2014 0:00,933,1303,4
492081,33,MJMN5645,01/02/2014 0:00,933,1303,7
492082,33,MJMN5645,01/02/2014 0:00,999,859,2
492083,213,I63G6YN7,01/02/2014 0:00,1029,986,1
492084,213,I63G6YN7,01/02/2014 0:00,916,1318,1
492086,211,SL1LRUA0,01/02/2014 0:01,1159,1198,1
492087,213,3UGBD7IX,01/02/2014 0:01,1029,986,1
492088,213,3UGBD7IX,01/02/2014 0:01,999,859,1
492089,33,32W9HX8Y,01/02/2014 0:01,841,934,1
492090,33,32W9HX8Y,01/02/2014 0:01,751,768,1
492091,33,32W9HX8Y,01/02/2014 0:01,762,934,14
492093,33,7HJZZSDB,01/02/2014 0:01,804,934,1
492096,33,7HJZZSDB,01/02/2014 0:01,845,1005,1
492097,33,7HJZZSDB,01/02/2014 0:01,838,1174,1
492099,211,TJL60LKV,01/02/2014 0:01,1024,1175,1
492100,213,SDCID99Q,01/02/2014 0:01,1089,1254,2
492101,213,SDCID99Q,01/02/2014 0:01,1089,1254,7
492102,213,GI9V5O37,01/02/2014 0:01,991,1342,1
492105,213,GI9V5O37,01/02/2014 0:01,804,934,1
492106,33,QHXIA4I3,01/02/2014 0:01,841,934,2
492107,33,QHXIA4I3,01/02/2014 0:01,852,1065,1
492109,33,QHXIA4I3,01/02/2014 0:01,808,1207,1
492110,33,SCC82E7E,01/02/2014 0:01,991,1342,1
492111,33,SCC82E7E,01/02/2014 0:01,1024,1175,1
492112,33,SCC82E7E,01/02/2014 0:01,1029,986,1
492113,213,MD5EFL7Q,01/02/2014 0:01,999,859,1
492115,213,MD5EFL7Q,01/02/2014 0:01,808,1207,1
492116,211,7FCN8G5O,01/02/2014 0:01,630,854,1
492117,213,GKZAH1SO,01/02/2014 0:01,841,934,1
492118,213,GKZAH1SO,01/02/2014 0:01,1124,936,1
492119,33,7KR9FG8B,01/02/2014 0:01,1170,936,2
492122,33,7KR9FG8B,01/02/2014 0:01,1075,776,1
492123,33,7KR9FG8B,01/02/2014 0:01,803,769,1
492125,213,WDD7BMPY,01/02/2014 0:01,751,768,1
492126,213,WDD7BMPY,01/02/2014 0:01,1144,1393,1
492127,33,I25R48H5,01/02/2014 0:01,803,769,1
492128,33,I25R48H5,01/02/2014 0:01,751,768,1
492132,33,I25R48H5,01/02/2014 0:01,804,934,1
492134,33,J2ZT7FVI,01/02/2014 0:01,803,769,28
492140,33,J2ZT7FVI,01/02/2014 0:01,999,859,3
492142,33,J2ZT7FVI,01/02/2014 0:01,1170,936,1
492143,211,JXXCNJ3D,01/02/2014 0:01,1215,936,2
492144,211,7TE45502,01/02/2014 0:01,1170,936,1
492146,33,U2AAD7ZV,01/02/2014 0:01,1159,1198,1
492147,33,U2AAD7ZV,01/02/2014 0:01,1184,1245,1
492149,33,U2AAD7ZV,01/02/2014 0:01,1144,1393,1
492150,211,XBQQINWM,01/02/2014 0:01,1090,1393,1
492151,211,JC3AKJNL,01/02/2014 0:01,1090,1393,1
492152,33,6Z7UEZSO,01/02/2014 0:01,991,1342,1
492153,33,6Z7UEZSO,01/02/2014 0:01,991,1277,1
492154,33,6Z7UEZSO,01/02/2014 0:01,838,1174,1
492155,211,T6A57MQ3,01/02/2014 0:01,845,1005,1
492157,213,CKYCJWN0,01/02/2014 0:01,630,854,1
492158,213,CKYCJWN0,01/02/2014 0:01,630,854,1
492159,213,3YDYNPF1,01/02/2014 0:01,762,934,1
492160,213,3YDYNPF1,01/02/2014 0:01,804,934,1
492161,213,FNXXD5O9,01/02/2014 0:01,841,934,1
492163,213,FNXXD5O9,01/02/2014 0:01,1159,1198,1
492164,213,Y8NIARFE,01/02/2014 0:01,1184,1245,1
492165,213,Y8NIARFE,01/02/2014 0:01,1144,1393,1
492166,211,FETY0UC3,01/02/2014 0:01,1159,1198,1
492167,33,OKDM4U6T,01/02/2014 0:01,1029,986,1
492169,33,OKDM4U6T,01/02/2014 0:01,646,1237,1
492170,33,OKDM4U6T,01/02/2014 0:01,682,1240,1
492171,213,LWL7OGXC,01/02/2014 0:01,991,1277,2
492173,213,LWL7OGXC,01/02/2014 0:01,1029,1031,1
492174,213,NAUEZE2M,01/02/2014 0:01,999,859,1
492176,213,NAUEZE2M,01/02/2014 0:01,1215,936,1
492177,33,A9V33F4A,01/02/2014 0:01,1170,936,1
492179,33,A9V33F4A,01/02/2014 0:01,1074,936,1
492180,33,A9V33F4A,01/02/2014 0:01,1029,986,1
492181,213,1UNY9X94,01/02/2014 0:01,1029,986,1
492182,213,1UNY9X94,01/02/2014 0:01,841,934,1
492183,33,255HG4U1,01/02/2014 0:01,762,934,1
492186,33,255HG4U1,01/02/2014 0:01,845,1005,1
492189,33,255HG4U1,01/02/2014 0:01,1168,776,1
492190,211,1C04JXUJ,01/02/2014 0:01,838,1174,1
492191,211,DW2JRRKM,01/02/2014 0:01,845,1005,1
492192,213,RJFPHHPL,01/02/2014 0:01,852,1065,1
492193,213,RJFPHHPL,01/02/2014 0:01,1024,1175,1
